1,1,48,34,2
2,1,48,34,2
3,1,21,61,4
4,1,48,34,3
5,1,42,40,4
6,1,57,25,1
7,1,42,40,2
8,1,33,49,4
9,1,44,38,3
10,1,73,9,1
11,1,41,41,4
12,1,45,37,2
13,1,53,29,2
14,1,17,65,5
15,1,42,40,3
16,1,48,34,1
17,1,33,49,5
18,1,29,53,5
19,1,30,52,5
20,1,32,50,3
21,1,55,27,1
22,1,35,47,5
23,1,10,72,5
24,1,23,59,4
25,1,44,38,2
26,1,33,49,3
27,1,67,15,1
28,1,56,26,1
29,1,40,42,3
30,1,41,41,4
