1,100,6,9,4,0
1,101,28,12,4,3
1,102,16,4,4,3
1,103,1,2,4,2
1,110,6,1,4,0
1,111,28,16,4,3
1,120,6,28,4,2
1,200,10,11,4,1
1,201,27,15,4,0
1,202,21,7,4,1
1,203,25,13,4,2
1,210,10,25,4,1
1,211,21,27,4,2
1,220,10,21,4,3
1,300,6,10,4,3
