336,Nazr Mohammed,1977-09-05,Illinois,208,100,University of Kentucky,1999-02-05,1
337,Anthony Morrow,1985-09-27,North Carolina,196,95,Georgia Institute of Technology,2008-11-09,1
338,Cameron Payne,1994-08-08,Tennessee,190,83,Murray State University,2015-11-01,2
339,Andre Roberson,1991-12-04,New Mexico,201,95,University of Colorado,2013-11-01,1
340,Kyle Singler,1988-05-04,Oregon,203,103,Duke University,2012-10-31,1
341,Dion Waiters,1991-12-10,Pennsylvania,193,102,Syracuse University,2012-10-30,1
342,Russell Westbrook,1988-11-12,California,190,90,University of California Los Angeles,2008-10-29,1
343,Keith Appling,1992-02-13,Michigan,185,83,Michigan State University,2016-01-18,1
344,Dewayne Dedmon,1989-08-12,California,213,111,University of Southern California,2013-11-18,1
345,Evan Fournier,1992-10-29,France,201,92,,2012-10-31,1
346,Aaron Gordon,1995-09-16,California,206,99,University of Arizona,2014-10-28,1
347,Mario Hezonja,1995-02-25,Croatia,203,97,,2015-10-25,1
348,Devyn Marble,1992-09-21,Michigan,198,90,University of Iowa,2014-10-28,1
349,Shabazz Napier,1991-07-14,Massachusetts,185,79,University of Connecticut,2014-10-29,1
350,Andrew Nicholson,1989-12-08,Canada,206,113,St. Bonaventure University,2012-11-02,1
351,Victor Oladipo,1992-05-04,Maryland,193,95,Indiana University,2013-10-29,1
352,Elfrid Payton,1994-02-22,Louisiana,193,83,University of Louisiana at Lafayette,2014-10-28,1
353,Jason Smith,1986-03-02,Colorado,213,113,Colorado State University,2007-10-31,1
354,Nikola Vucevic,1990-10-24,Switzerland,213,117,University of Southern California,2011-12-28,1
355,C.J. Watson,1984-04-17,Nevada,188,79,University of Tennessee,2008-01-09,1
356,Elton Brand,1979-03-11,New York,203,124,Duke University,1999-11-03,1
357,Isaiah Canaan,1991-05-21,Mississippi,183,91,Murray State University,2013-12-25,1
358,Robert Covington,1990-12-14,Illinois,206,97,Tennessee State University,2014-01-18,1
359,Jerami Grant,1994-03-14,Oregon,203,95,Syracuse University,2014-11-29,1
360,Richaun Holmes,1993-10-15,Illinois,208,111,Bowling Green State University,2015-10-28,1
361,Carl Landry,1983-09-19,Wisconsin,206,112,Purdue University,2007-11-24,1
362,Kendall Marshall,1991-08-19,Virginia,193,90,University of North Carolina,2012-11-04,2
363,T.J. McConnell,1992-03-25,Pennsylvania,188,90,University of Arizona,2015-10-28,1
364,Nerlens Noel,1994-04-10,Massachusetts,211,103,University of Kentucky,2014-10-29,3
365,Jahlil Okafor,1995-12-15,Illinois,211,124,Duke University,2015-10-28,1
366,Phil Pressey,1991-02-17,Texas,180,79,University of Missouri,2013-10-30,1
367,Nik Stauskas,1993-10-07,Canada,198,92,University of Michigan,2014-10-29,1
368,Hollis Thompson,1991-04-03,California,203,93,Georgetown University,2013-11-01,1
369,Sonny Weems,1986-07-08,Arkansas,198,92,University of Arkansas,2009-01-17,1
370,Christian Wood,1995-09-27,California,211,99,University of Nevada Las Vegas,2015-10-28,1
371,Tony Wroten,1993-04-13,Washington,198,92,University of Washington,2012-11-07,2
372,Eric Bledsoe,1989-12-09,Alabama,185,86,University of Kentucky,2010-10-27,1
373,Devin Booker,1996-10-30,Michigan,198,93,University of Kentucky,2015-10-28,1
374,Lorenzo Brown,1990-08-26,Georgia,196,85,North Carolina State University,2013-11-20,1
375,Tyson Chandler,1982-10-02,California,216,108,,2001-10-31,1
376,Archie Goodwin,1994-08-14,Arkansas,196,90,University of Kentucky,2013-10-30,1
377,Cory Jefferson,1990-12-26,Washington,206,98,Baylor University,2014-10-29,1
378,Brandon Knight,1991-12-02,Florida,190,117,University of Kentucky,2011-12-26,1
379,Alex Len,1993-06-16,Ukraine,216,103,University of Maryland,2013-10-30,1
380,Jon Leuer,1989-05-14,Minnesota,208,97,University of Wisconsin,2011-12-26,1
381,Markieff Morris,1989-09-02,Pennsylvania,208,111,University of Kansas,2011-12-26,1
382,Ronnie Price,1983-06-21,Texas,188,86,Utah Valley State College,2005-11-01,1
383,Mirza Teletovic,1985-09-18,Bosnia and Heregovina,206,109,,2012-11-05,1
384,P.J. Tucker,1985-05-05,North Carolina,198,111,University of Texas at Austin,2006-11-06,1
385,T.J. Warren,1993-09-05,North Carolina,203,104,North Carolina State University,2014-11-09,1
386,Alan Williams,1993-01-28,Arizona,203,117,University of California Santa Barbara,2016-03-17,1
387,Cliff Alexander,1995-11-16,Illinois,203,111,University of Kansas,2015-11-15,1
388,Al-Farouq Aminu,1990-09-21,Georgia,206,99,Wake Forest University,2010-10-27,1
389,Pat Connaughton,1993-01-06,Massachusetts,196,93,University of Notre Dame,2015-10-30,1
390,Allen Crabbe,1992-04-09,California,198,95,University of California,2013-11-01,1
391,Ed Davis,1989-05-11,District of Columbia,208,108,University of North Carolina,2010-12-01,2
392,Maurice Harkless,1987-12-09,New York,206,97,St. John's University,2012-11-07,1
393,Gerald Henderson,1989-12-09,New Jersey,196,97,Duke University,2009-10-28,1
394,Chris Kaman,1982-04-28,Michigan,213,120,Central Michigan University,2003-10-30,1
395,Meyers Leonard,1992-02-27,Virginia,216,111,University of Illinois at Urbana-Champaign,2012-10-31,1
396,Damian Lillard,1990-07-15,California,190,88,Weber State University,2012-10-31,1
397,C.J. McCollum,1991-09-19,Ohio,193,90,Lehigh University,2014-01-08,1
398,Luis Montero,1993-04-06,Dominican Republic,201,83,Westchester CC,2015-10-30,1
399,Mason Plumlee,1990-03-05,Indiana,211,111,Duke University,2013-11-03,1
400,Noah Vonleh,1995-08-24,Massachusetts,208,108,Indiana University,2014-11-15,1
401,Quincy Acy,1990-10-06,Texas,201,108,Baylor University,2012-11-07,1
402,James Anderson,1989-03-25,Arkansas,198,96,Oklahoma State University,2010-10-27,1
403,Marco Belinelli,1986-03-25,Italy,196,95,,2007-10-30,1
404,Caron Butler,1980-03-13,Wisconsin,201,103,University of Connecticut,2002-10-30,1
405,Omri Casspi,1988-06-22,Israel,206,102,,2009-10-28,1
406,Willie Cauley-Stein,1993-08-18,Kansas,213,108,University of Kentucky,2015-10-28,1
407,Darren Collison,1987-08-23,California,183,79,University of California Los Angeles,2009-10-28,1
408,DeMarcus Cousins,1990-08-13,Alabama,211,122,University of Kentucky,2010-10-27,1
409,Seth Curry,1990-08-23,North Carolina,188,83,Duke University,2014-01-05,1
410,Duje Dukan,1991-12-04,Croatia,206,99,University of Wisconsin,2016-04-13,1
411,Rudy Gay,1986-08-17,Maryland,203,104,University of Connecticut,2006-11-01,1
412,Kosta Koufos,1989-02-24,Ohio,213,120,Ohio State University,2008-11-01,1
413,Ben McLemore,1993-02-11,Missouri,196,88,University of Kansas,2013-10-30,1
414,Eric Moreland,1991-12-24,Texas,208,107,Oregon State University,2014-11-26,1
415,Rajon Rondo,1986-02-22,Kentucky,185,84,University of Kentucky,2006-11-01,1
416,LaMarcus Aldridge,1985-07-19,Texas,211,117,University of Texas at Austin,2006-11-12,1
417,Kyle Anderson,1993-09-20,New York,206,104,University of California Los Angeles,2014-11-06,1
418,Matt Bonner,1980-04-05,New Hampshire,208,106,University of Florida,2004-11-03,1
419,Rasual Butler,1979-05-23,Pennsylvania,201,97,La Salle University,2002-10-30,1
420,Boris Diaw,1982-04-16,France,203,113,,2003-10-29,1
421,Tim Duncan,1976-04-26,U.S. Virgin Islands,211,113,Wake Forest University,1997-10-31,1
422,Manu Ginobili,1977-07-28,Argentina,198,92,,2002-10-29,2
423,Danny Green,1987-06-22,New York,198,97,University of North Carolina,2009-11-12,1
424,Kawhi Leonard,1991-06-29,California,201,104,San Diego State University,2011-12-26,1
425,Boban Marjanovic,1988-08-15,Serbia,221,131,,2015-10-30,1
426,Patrick Mills,1988-08-11,Australia,183,83,Saint Mary's College of California,2010-01-04,1
427,Tony Parker,1982-05-17,Belgium,188,83,,2001-10-30,1
428,Jonathon Simmons,1989-09-14,Texas,198,88,University of Houston,2015-11-14,1
429,David West,1980-08-29,New Jersey,206,113,Xavier University,2003-10-29,1
430,Anthony Bennett,1993-03-14,Canada,203,111,University of Nevada Las Vegas,2013-10-30,1
431,Bismack Biyombo,1992-08-18,Democratic Republic of the Congo,206,115,,2011-12-26,1
432,Bruno Caboclo,1995-09-21,Brazil,206,98,,2014-11-21,1
433,DeMarre Carroll,1986-07-27,Alabama,203,97,University of Missouri,2009-10-28,1
434,James Johnson,1987-02-20,Wyoming,206,113,Wake Forest University,2009-10-30,1
435,Cory Joseph,1991-08-20,Canada,190,87,University of Texas at Austin,2011-12-26,1
436,Kyle Lowry,1986-03-15,Pennsylvania,185,88,Villanova University,2006-11-01,1
437,Lucas Nogueira,1992-03-25,Brazil,213,109,,2014-11-21,1
438,Patrick Patterson,1989-03-14,District of Columbia,206,104,University of Kentucky,2010-12-15,1
439,Norman Powell,1993-05-25,California,193,97,University of California Los Angeles,2015-11-01,1
440,Terrence Ross,1991-02-05,Oregon,201,93,University of Washington,2012-10-31,1
441,Luis Scola,1980-04-30,Argentina,206,108,,2007-10-30,1
442,Jonas Valanciunas,1992-05-06,Lithuania,213,120,,2012-10-31,1
443,Delon Wright,1992-04-26,California,196,83,University of Utah,2015-11-01,1
444,Trevor Booker,1987-11-25,South Carolina,203,103,Clemson University,2010-10-28,2
445,Trey Burke,1992-11-12,Ohio,185,86,University of Michigan,2013-11-20,1
446,Alec Burks,1991-07-20,Missouri,198,97,University of Colorado,2011-12-27,1
447,Derrick Favors,1991-07-15,Georgia,208,120,Georgia Institute of Technology,2010-10-27,1
448,Rudy Gobert,1992-06-26,France,216,111,,2013-10-30,1
449,Gordon Hayward,1990-03-13,Indiana,203,102,Butler University,2010-10-27,1
450,Rodney Hood,1992-10-20,Mississippi,203,93,Duke University,2014-10-29,2
451,Joe Ingles,1987-10-02,Australia,203,102,,2014-10-29,2
452,Chris Johnson,1990-04-29,Florida,198,93,University of Dayton,2013-01-23,2
453,Trey Lyles,1995-11-05,Canada,208,106,University of Kentucky,2015-10-28,1
454,Elijah Millsap,1987-08-12,Louisiana,198,102,University of Alabama at Birmingham,2015-01-05,1
455,Raul Neto,1992-05-19,Brazil,185,81,,2015-10-28,1
456,J.J. O'Brien,1992-04-08,California,201,103,San Diego State University,2016-01-16,1
457,Tibor Pleiss,1989-11-02,Germany,221,116,,2015-10-30,1
458,Jeff Withey,1990-03-07,California,213,104,University of Kansas,2013-11-01,1
459,Alan Anderson,1982-10-16,Minnesota,198,99,Michigan State University,2005-11-11,1
460,Bradley Beal,1993-06-28,Missouri,196,93,University of Florida,2012-10-30,1
461,DeJuan Blair,1989-04-22,Pennsylvania,201,122,University of Pittsburgh,2009-10-28,1
462,Jared Dudley,1985-07-10,California,201,102,Boston College,2007-11-02,1
463,Jarell Eddie,1991-10-30,Florida,201,98,Virginia Polytechnic Institute and State University,2015-12-26,1
464,Drew Gooden,1981-11-24,California,208,113,University of Kansas,2002-10-30,1
465,Marcin Gortat,1984-02-17,Poland,211,108,,2008-03-01,1
466,Nene Hilario,1982-09-13,Brazil,211,113,,2002-10-30,1
467,Gary Neal,1984-10-03,Maryland,193,95,Towson University,2010-10-27,1
468,Kelly Oubre,1995-12-09,Louisiana,201,92,University of Kansas,2015-10-30,2
469,Otto Porter,1993-06-03,Missouri,203,89,Georgetown University,2013-12-06,1
470,Ramon Sessions,1986-04-11,South Carolina,190,96,University of Nevada Reno,2008-03-09,1
471,Garrett Temple,1986-05-08,Louisiana,198,88,Louisiana State University,2010-02-09,1
472,John Wall,1990-09-06,North Carolina,193,88,University of Kentucky,2010-10-28,1
